pron,offset
züng6,1051720
mäng4,1054559
deng2,1056667
du1,1058879
kiu4,1061405
mo1,1063722
köng1,1066352
gäm6,1068773
yäk2,1070985
nong4,1072988
ngæk6,1075096
cung2,1077204
fai1,1080148
wa6,1082674
pu2,1084782
no6,1087621
ho6,1089833
næng6,1092150
yük6,1094362
wo4,1096365
yäm2,1098786
gwui6,1101103
zäu2,1103420
zäk6,1106259
bäm1,1108471
güng6,1110892
döi2,1113313
ling4,1116048
läng1,1118260
ham1,1120681
fu6,1123102
gai1,1125941
kök2,1128467
fung4,1130679
tip2,1132891
söng1,1135103
nü1,1137942
sæng2,1140572
wo2,1143516
ze6,1146251
niu6,1149090
cäi1,1151198
ma1,1153933
bäi1,1156041
häm4,1158253
näi2,1160674
gong1,1163095
nüng6,1165412
nip2,1167729
sö1,1169941
buk2,1172676
tik2,1174575
pæk2,1176683
ham2,1179104
liu6,1181630
yung1,1183738
lap6,1186159
zai6,1188058
fo2,1190793
zau1,1193214
hing2,1196053
mui4,1198474
täng4,1201104
ngong6,1203212
yäng1,1205633
se6,1208054
mo2,1210580
wung6,1213106
ho2,1215632
läu1,1218262
lö2,1220892
fäk6,1223313
hæng1,1225421
dim1,1227738
ng6,1230159
fæng2,1232476
wo6,1235315
gwai2,1237945
nik6,1240575
yi6,1242578
zing6,1245417
gwui2,1248047
kü1,1250573
cai4,1253203
zuk6,1255938
zim6,1257941
ging6,1260362
fi4,1262783
zäng1,1265413
sap2,1268252
a1,1270673
fong1,1272676
mæng6,1275306
kwäng4,1277727
ceng1,1280044
zö1,1282883
bu1,1285618
læk6,1288248
ngäi1,1290251
wäng2,1292672
zök6,1295198
zü1,1297515
näng4,1300354
nat2,1302566
fäi6,1304778
sai1,1307199
si1,1310038
zæng2,1313086
ngok6,1316134
mæk6,1318346
do2,1320454
mai4,1322875
wai6,1325296
tong1,1327822
mong4,1330243
gwäng1,1332664
po1,1335190
ze2,1337611
au2,1340764
cök2,1343499
lim6,1346547
cäi4,1348550
zai1,1351180
män2,1354019
zam2,1356440
so1,1359279
bæk2,1361700
söi6,1364121
züng2,1366960
ngæng1,1369799
ca2,1372220
cing1,1375164
kim2,1377690
ce4,1380111
tek2,1382950
nim1,1385162
päu1,1387479
dän1,1390005
sük2,1392322
yung2,1394848
kwa1,1397374
song2,1399482
söi2,1402321
söng4,1405265
äu1,1407791
bik6,1410526
gai2,1412529
to4,1414950
ye1,1417162
sæng4,1419792
dap6,1422422
du2,1424112
män4,1426638
häu4,1428746
fæk2,1431167
söng2,1433797
tæng1,1436427
kwäng2,1438744
sök2,1441165
kük2,1443795
piu1,1446007
gäng1,1448428
höng2,1450849
mæng1,1453270
suk6,1455691
nip6,1458008
zung2,1460011
ngai6,1462850
ho4,1465271
kwuk2,1467483
tu1,1469486
gim1,1472116
tu4,1474642
sing1,1477063
zu6,1479902
säu1,1482532
zu1,1485267
zük6,1488106
bu2,1490423
wung1,1493158
täk2,1495579
gu1,1497373
zu2,1500108
hüng2,1502843
käng2,1505264
käng4,1507685
muk2,1509793
tap2,1511796
dong2,1513904
cöng4,1516639
sai2,1519165
ze1,1521900
hung4,1525157
ngäm4,1527369
bäi6,1529372
lüng1,1531584
ngong4,1534005
lü4,1536322
cük2,1538743
dip6,1541269
fu1,1543063
äp2,1545902
ceng4,1548010
gwäi1,1550536
yü6,1552957
wäk6,1555796
yäm6,1557695
hip2,1559803
kwäng1,1562015
ki4,1564436
si6,1567066
süng6,1570010
gwu1,1572640
wo1,1575375
yök2,1578005
nok6,1580635
pui4,1582638
zäu1,1584955
löi6,1587481
hung1,1589902
ca1,1592428
hi2,1595058
bing2,1597584
yök6,1600005
m6,1602008
ye4,1604743
yüng6,1607478
dung1,1610004
læng1,1612321
küng4,1614638
säm2,1616955
läk2,1619794
gui6,1621693
ngäng1,1623905
wu4,1626326
bai2,1628329
nu4,1630750
ye6,1632753
cäi2,1635488
pau2,1638223
læk2,1640853
yöng6,1642961
dai1,1645487
wai4,1647804
läi2,1650121
de1,1652647
ning1,1655068
song1,1657280
gök2,1659910
ngäu1,1662227
wu2,1664753
täk1,1667383
nga2,1669282
zung6,1671285
lü6,1674020
yäm4,1676441
lam2,1678549
cän1,1680970
säi6,1683809
mui6,1686439
hük2,1689069
häm1,1691386
hing1,1694016
gung2,1696333
ya6,1698859
ngäng6,1700758
göng1,1703075
ci1,1705496
zam6,1708440
duk2,1710652
me2,1712551
yäi6,1714972
gi2,1717393
ne1,1720023
miu4,1722444
löng6,1724970
zeng1,1727287
zap2,1730440
yäng6,1732966
wai1,1735283
yung6,1737704
däu2,1740125
pæk6,1742860
yi1,1744968
güng2,1747807
mu4,1750228
läu2,1752336
dük2,1754966
dek6,1757178
wäng4,1759181
nam2,1761602
mi6,1763919
pek2,1766549
fa1,1768866
säm6,1771183
yü2,1773813
sing6,1776548
ge1,1779283
ci4,1781391
mi2,1784335
kiu1,1786965
gam1,1789386
gæng1,1791598
luk6,1793915
za1,1795918
nüng1,1798444
mau4,1800865
gat6,1803182
cü1,1804976
ping2,1807815
sü2,1810236
bui1,1813284
læng4,1815705
wui1,1818022
nga4,1820339
läi1,1822238
ng4,1824659
gwo2,1826453
zam1,1828979
sek6,1831818
wäng1,1834344
ding6,1836870
zap6,1839082
mu1,1841294
pe1,1843924
cæng4,1846241
hap2,1848871
mak2,1851083
däk6,1853295
co4,1855089
cau1,1857824
hau1,1860872
gip6,1863502
fæk6,1865610
zäng2,1868136
beng6,1870871
mit2,1873083
ka1,1875504
tung4,1877507
zi1,1879615
go2,1882559
hæk2,1884667
zäi2,1886984
löng1,1889823
po2,1892244
ce1,1894770
päu2,1897609
ying1,1900344
ming1,1902765
zik6,1905291
däi6,1907712
cüng4,1909820
ha4,1912241
æng1,1914244
tong2,1916665
nöi4,1919400
cim4,1921821
hü1,1924242
cam2,1926977
ming4,1929921
kuk2,1932342
fui1,1934241
gwok2,1936767
deng1,1938875
goi1,1941401
yäp6,1943613
miu1,1945512
lam4,1948142
wuk6,1950250
ting1,1952253
mui2,1954674
gap2,1957304
täi2,1959307
ngo6,1961833
hai6,1964254
cäm4,1966675
cæk2,1969096
dik6,1972040
cim2,1973939
zäi6,1976778
näp6,1979199
cöi4,1980993
se1,1983519
täi4,1986358
cäm1,1988675
lung1,1991514
ping4,1993935
säk6,1996147
ni4,1998568
mu2,2000989
bau6,2003724
ma6,2006041
nong6,2008253
piu2,2010465
peng4,2012991
näm2,2015203
cam1,2017415
bung2,2020254
wa2,2022884
löng4,2025096
bæng2,2027413
näu1,2029939
yük2,2032360
yim6,2034781
gim6,2037202
güng1,2039205
kung4,2041731
ga2,2043839
süng2,2046051
fui4,2048890
sang2,2051311
du6,2053732
zæng6,2056153
ying4,2058992
su1,2061309
lung2,2064566
diu6,2067092
gau1,2069200
yo1,2071935
næng4,2074356
fäu6,2076673
däng2,2079199
läu4,2081516
zang1,2083833
pu4,2086672
cing2,2089093
gwa1,2091723
mäk2,2093935
cip2,2095834
ha6,2098569
nong1,2100572
nga1,2102993
leng1,2104996
cau2,2107313
cüng1,2110361
höng1,2113200
læng2,2115517
däng1,2117938
siu1,2120255
kwui1,2123094
o2,2125515
dok6,2128041
wæng1,2130044
yü4,2132465
cäng2,2135304
wäi2,2138143
düt2,2140669
pui1,2142881
yiu6,2145407
cung1,2147724
mok2,2150772
pu1,2153193
kæk2,2155928
cap2,2157931
pai1,2160770
cäp2,2163191
fung2,2165612
fäng2,2168347
gwäi2,2170977
säu2,2173503
mi1,2176342
leng4,2178972
ngäng4,2181184
läi4,2183396
käng1,2185608
ngik6,2188029
a4,2190241
buk6,2192035
lai1,2193829
zäm6,2196355
bing6,2198881
kek6,2201093
fong2,2203096
näm1,2205726
döng2,2208043
sam1,2210360
gok2,2212990
sing2,2214993
fu2,2217832
wu6,2220567
ngi6,2223093
mau6,2225828
zing1,2228249
fu4,2230984
zæk6,2233405
kwok2,2235931
kwäi4,2238039
giu1,2240460
bi2,2242881
läm4,2245302
näm4,2247410
mung4,2249518
kwong1,2251730
dam6,2254151
nim4,2256154
ngai4,2258157
yim1,2260369
kong1,2262895
gäk2,2265212
deng6,2267006
læng6,2269323
dam2,2271744
cäk6,2274061
bi1,2276482
guk2,2278903
nuk6,2280802
mong6,2282596
na4,2285122
ngau1,2287021
ziu6,2289547
täm1,2292073
mu6,2294494
seng1,2297124
hok6,2300172
pa1,2302384
zik2,2304492
mäu6,2307122
däu6,2309648
nöi1,2311965
cäu3,2314282
me1,2316912
ming6,2319542
läu6,2321963
zäu6,2324384
gwöi6,2327014
dük6,2329331
cæng1,2331230
hai1,2333965
hiu1,2336386
gam2,2338807
kai1,2341228
wui6,2343754
äm1,2346175
cak2,2348596
nau6,2351540
ho1,2353961
hik2,2356382
söng6,2358385
gi1,2360911
zæng1,2363437
bäng2,2366276
hæng4,2368593
cäng4,2370910
fäng6,2373331
kwong4,2375752
sau1,2377755
bu6,2380490
dai6,2383016
zong4,2385228
ziu2,2387858
pi4,2391011
ting4,2393537
zäm1,2395749
bau2,2398588
cok2,2401114
ning4,2404058
ki1,2406270
kong4,2408796
hong1,2410904
cim1,2413325
yäu6,2416060
zöi2,2418377
se2,2421216
cai2,2423846
ding1,2426894
lo2,2429315
päu4,2431632
cu4,2433949
yiu2,2436475
hung6,2438896
fäk2,2441422
tai1,2443425
dung2,2445846
läi6,2448372
yäk6,2450793
nu1,2452692
sung4,2455113
hüng1,2457743
wu1,2460164
lüng4,2462690
gip2,2465111
