pron,offset
tai4 ga1 yau4,16441767
tit6 vu4,16448577
but5 ko3 gu3 liong4,16453506
zong1 liong4,16460629
ciam4 tin4,16465245
ton1 hi4,16471532
sam1 gok5 lien4 oi4,16476461
si3 tin4,16485256
sui3 go4 ap5 boi4,16490603
sien1 tau4,16497308
tung1 bo1 zai3,16502237
ziong1 loi2,16508838
liang4 liang4,16514394
cu4 kiong2,16518905
pok6 yit6 yit6,16524252
zu3 sin2,16529912
da3 zang1,16535050
fa2 yi3,16539875
gam1 fong2,16544700
cung2 yung2 but5 bet5,16549525
da3 ha4 bo1,16556126
giok5 lang2 du3,16561786
vui4 sit6 gui3,16569432
sien4 sit6,16576764
sit6 gin3 fan4,16581171
tit6 hiet5,16589235
fo4 sang1,16593328
lang1 sien1,16598675
gong1 hau3,16604022
pen2 bi3 vui2 gan1,16608429
zon4 ca1,16617433
pi4 cim1 hoi4,16622153
hau4 set5,16629067
va1 va1 giau4,16633056
ang1 go1,16638821
cam3 sin4,16643959
ti2 kan3 kat6,16649724
pui4 zung3,16655384
cung2 yung2,16660209
da3 tien4 va4,16665243
hau4 zien4,16670903
liau2 yi2 zi3 zong3,16675937
he4 lan2,16683374
pong2 mun2 zo3 tau4,16687990
da3 ce2,16694382
da3 bau4 cong4,16698580
sit5 dong4,16704658
liong2 zung3,16709483
gu3 dung3 ca1,16716188
lan4 da3,16722266
hien3 si4 kat6,16726882
cong4 liam3,16733692
zung1 leu1,16738830
zong1 ci4 zung1,16743864
ciam2 fuk6 ki2,16751092
m1 tin4,16758006
zin3 ngi3,16763562
pin4 yim1,16768282
fo4 kat6,16773942
pin2 fong1 gung1 cak5,16778140
du3 pat6 o1,16785368
sam1 mien4,16790715
lai4 mau2,16795749
sim1 zung1 vu2 su4,16800365
fo4 zai3,16808429
zot5 ngip6,16812940
tat6 sin2,16816824
sang1 cun1,16821649
bi4 su1 zong3,16828145
tuk6 bun3,16834850
min2 cu4,16840197
liang3 lam2 fa4 pai4,16845753
dau3 ya4 hiong1,16852145
song4 mien4 yiu1,16858955
sam1 ng3 sin2 kiun2,16866392
gung4 lung2,16875919
cong2 tien1,16880953
siau3 kai3,16887240
gai1 hai2 dai4,16892483
mun2 zai3,16898770
con2 sang1 hi4,16904013
ca1 li2 kio2,16910509
liong1 ngin2,16917841
mau2 miang4,16922561
fuk6 bit5,16928639
cung1 vu1 hi4,16932837
tam1 ket5,16939542
zen1 det5 sin2,16943844
met6 co4,16950549
giet5 vui2 fu1 ci1,16954956
tan4 yau4,16962288
lot5 lan4,16965963
tai4 sin4,16970997
fui1 fap5 hang2 vui2,16975299
diau4 yi2 long2 dong1,16983258
da3 go4 tut6,16990590
siong1 ca1 but5 do1,16995937
yau4 m1 yau4 hau3,17003687
tang4 kiuk5,17010079
zung1 kiung4,17014486
ki1 hiong3 tu4,17020460
siong3 tuk6,17027061
bun3 cien2,17032095
coi2 fa2 cut5 zung4,17036920
nga3 gai3,17045402
co1 zang4,17049913
li1 si3,17054947
man1 song4,17058936
cung2 gien4 tien1 ngit5,17064283
si2 ket5 zun3 pi4,17071093
zung1 yap6,17077903
sin4 tung2,17081996
sam1 sip6 luk5,17088283
hi3 fuk6,17094779
vun2 ciang1,17098872
sam1 zung1,17104532
tau4 piet6,17111028
fong4 zung4,17114912
piet6 cu4,17119841
yau1 hiap5,17124352
yun4 min4,17128445
ngiam4 het6,17133061
gam1 get5,17137050
zip5 ha4,17141248
fong4 hok6,17146073
gong3 fam4,17150062
yin4 tu4 yong2,17154469
bau4 song1,17160129
ziu4 zap5,17165163
ngo1 gok5 det5 he4,17169570
lan2 vui2 ngi2,17175230
loi2 ngit5 fong1 cong2,17182667
tau2 ngi4,17189477
kiung4 hiong3 gin1 zi4,17194511
lan2 yok5,17202157
giau4 me1,17206668
sam1 su1 yi2 hang2,17210343
yit5 tai4 pu4 fun4,17218616
bai3 pin2,17225008
tien1 lok6 li1,17230355
don4 fun2,17236956
ai4 zak5,17242407
sam1 gu4 mau2 lu2,17246500
mi3 ciang1,17255086
tien1 cong2 ti4 giu3,17260433
su1 zok5,17268915
yau4 gi4 suk6,17273322
siau3 heu3,17278773
tau4 kiap5,17283389
sam1 cu4 fong1,17287482
tin4 gok5,17294814
ngi4 sam1 sien4,17299325
gau1 gang1,17305926
con1 ziu1 go4 sen3,17310960
zon4 toi2,17318188
sut6 pak6,17324266
se3 ngi3 giung1 tin4,17328673
sien4 cong2,17337573
but5 da3 gin3,17343233
gin4 hau3,17349207
set5 tiau4,17353614
zon3 zoi4,17358125
gon4 tau4,17363890
sam1 cu4,17368088
tiau2 ze4,17373957
zung1 get5 vun2 fa4,17378677
giu3 sin2,17386114
mo2 giang4,17390730
ham4 m1 dung1 gi2,17395659
pok5 cong2 to1,17402260
yiu4 song4,17408652
heu4 si4 giang4,17413059
con2 yong2,17421018
gon1 siau4,17425738
pin2 yi4,17430249
liong1 ma1 su4,17436118
cu1 zok5,17442301
heu4 kiun2,17446603
yit5 pia1,17451741
liong1 sung1,17456670
siu3 yau4,17462435
pu4 fun4,17466946
zung1 soi1,17471562
sam1 kien1,17477431
bot5 tai4 lang1,17483927
ce2 teu2,17489483
kiun2 giok5 zai3,17495039
zip5 zang4,17500908
ziau1 gang4,17506151
zu3 fan4,17511080
a1 ba1,17516114
tuk6 sia3 zong4 ngoi4,17520834
but5 dong4 det5 li4,17527330
zin1 me1,17532781
fung2 fuk5,17536874
ngiau4 pien4,17541385
san1 dang3 tau4,17546419
pin3 hang2,17553020
vok6 goi4,17557949
song4 sun2,17562460
hiong1 zung1,17567911
si4 ha4,17573676
da3 lang1 zin3,17578501
yit5 giet5 sin4 fu4,17586356
lau3 hen4,17592748
liong3 zu3 ya2,17597782
gong4 lok6 san4,17603756
met6 siu3 sin2 gui1,17609521
ca2 gin1,17617689
lan2 yi1 zi4 sin4,17623454
yiu2 zit5,17630264
mau2 zo4,17635193
soi4 ngoi4,17640749
lui4 sien4 gau1 yit6,17646409
tui1 song3,17654159
but5 gam3 dong1,17658566
cai1 su3,17664853
git5 lim2 sen3,17669991
mu1 gau3,17677010
cong4 miang2,17681208
bit5 tin4,17686242
lan2 tau4,17691589
mai1 me1,17696936
m1 gin1 m1 gok5,17700925
hau3 siong3 yau4,17707944
ngiet5 gim1 vui2 zi3,17713813
da3 fui2 ngien2 hin2,17722295
vui1 cung4,17732449
din3 don1,17737378
lang1 zi4 sit5,17742516
siau3 ziong4,17748908
sau3 gon3 han2 su4,17754046
tuk6 suk6,17762841
but5 hap6 gui1 tin4,17767143
cung2 zin3,17774998
yen4 mak6,17781181
sip6 tu4,17785065
sam1 sip6 sam1,17790412
tong1 pu4,17798162
dau3 yang3,17804136
zung1 li3 sa1,17809274
liong1 ya2 sun1,17815457
hau3 vu2 yung4,17822894
siu2 tit6,17829808
m1 giang1,17834215
ca1 toi1,17839249
zin3 cong1,17844909
do1 hau3,17850987
li4 hau3,17855707
si4 con1 sen3,17860532
co4 ciu4 vui2 ngiok5,17867655
siu3 zin3,17874778
tau3 tuk6,17880543
heu4 gi4 vu2 ngin2,17884636
yit5 tuk6,17891864
sin2 ngiap6 gai1,17895957
bien4 gang1,17902558
gai3 m1 gai3,17908009
gon1 diam3,17914714
cang1 yau1,17919225
zap5 pi1,17924154
det5 ga4,17929919
tui1 dau4,17934535
sin1 ca1,17938419
ngin2 zi4,17943348
muk5 teu2 gung1 zai3,17948277
zu1 sung4,17956654
siu3 hang2 vui2,17962210
sin4 sam1 yit5 tong2,17969960
yung2 liong4,17977815
tai4 miang4,17982431
hau3 but5 hau3,17986733
m1 gon1,17992811
fan2 son2,17998367
but5 pa4,18004236
bau3 on1 tau4,18008538
pi1 san3,18015661
bak5 fun4 bi3,18020695
duk5 boi4 zit5,18026878
mien1 kiong3,18033270
teu2 pi2,18038721
dong1 cit6,18044172
zo3 cai1 pan4 gung1,18048056
m1 hau3 da3,18057583
hau3 ngin2 hau3 za3,18063348
yin1 dong1,18071307
po4 ti4 vui2 siau4,18077176
min2 hien2,18083777
ca1 goi4,18088811
song1 zong4,18094158
gai1 deu4,18099401
diam3 gai3 ngo1,18104017
fung1 gin3,18109782
mau2 li1 yiu2,18115860
gim1 lau1,18122461
zin4 gai1,18126972
ma1 zin1,18132423
liong1 ko3,18137666
pin2 fam2,18143326
tung1 hang2,18148464
sau3 ko3,18153393
san1 lim2 tau4,18158531
siau1 gim4,18165863
mo2 sa1,18171628
zong3 za3,18176871
ciang1 sep5,18181800
zon4 yi2,18186625
sam1 ngien2 liong1 ngi1,18191450
hau3 hau3 siau4,18199409
siau3 pien4,18205905
pin2 on1,18211252
so3 teu2,18216495
fui1 gi1,18221738
lung2 fui4 tau4,18226981
ti4 zin3 ki1,18233164
zi1 cong2,18240183
liu4 fun4,18245530
cung2 zung4,18250146
liet6 su4,18256224
pa4 ciu3 cau3,18260631
fu3 diu1 diu1,18266396
toi2 san1 va4,18272579
van2 sa3,18278657
tai4 kit6 tu2,18283795
cong4 fu1,18290396
yit5 yi4 gu1 hang2,18295534
bau4 zin3,18302344
teu2 ban1 ca1,18307482
sun3 sin1,18313560
ng3 hang2 kiam4 sui3,18319429
gu1 gu1 cui4 ti4,18326866
song4 go4,18333258
dui4 min4,18338814
dau4 cu3 vui2 zi3,18343743
gim1 fa2 fo3 tui3,18351284
siong1 dong1 yi1,18358930
gi2 gok5 det5,18366576
ki2 gon1,18370983
sui4 su4 zip5,18376852
zok5 vui2,18384289
ci3 min2,18389636
sin2 gau1 ga4,18395087
zok5 ok5 do1 don1,18401374
zo3 lan4,18408602
zau3 si3 zau3 cok6,18413949
pau4 fu2,18421072
duk5 sui3,18425897
ton1 sui3 ton1 liong2,18431348
ciu1 dai3,18438785
cung1 hin2,18443505
tai4 song4 fong2,18449270
yin4 gin3,18454826
ngiak6 min4,18460695
fong4 sa4 liau2 fap5,18466251
dam1 tai4 ki2,18473165
hai2 dai3,18479557
heu4 zong4,18484382
fong4 ha4 siu3,18489102
liong3 cak5,18495703
siong1 sit5,18500214
yit5 mak5 siong1 con2,18504725
heu4 yi3,18511639
gai3 cam2,18516359
len2 si3 but5 kiut5,18521288
sam1 sa2,18528202
song4 sin4,18533549
dong4 zin1,18539418
gan3 yi4,18544765
zau1 ma2,18548858
yi1 vui2 he4,18554205
cam1 meu2,18560492
siang1 vin1 vin1,18565735
so3 si2,18574948
zo4 tang1 zong3,18579250
cit6 fu1 ki2 min2,18586896
man4 mo2,18595587
gong3 tai4 va4,18599994
ko4 ngoi4 tuk6 vut6,18605863
siu4 gin1,18611837
tu3 va4,18617184
gai3 siu3,18622218
but5 pin2 zet5 min2,18627147
tin4 gi1,18635106
gung1 zin4 but5 o1,18639826
sam1 bak5 cit5 sip6,18646322
cet6 zai3,18653445
zung1 ngok6,18658270
tu2 tuk6,18662050
van2 cin4,18666143
piau4 pak6 sui3,18672221
vui2 ngin2,18678926
pak6 liam2,18683960
zai1 cin2 cam3 cung4,18689411
sam3 kat6,18697893
bet5 si3,18702718
zin4 gam1,18706916
yiu1 mau2,18712681
pan4 siong4,18717610
kap5 yi2 ki2 fun4,18721808
zau1 zau1 mu4 mu4,18729663
kau1 git5 ngok6,18737936
hau3 ki2 gai4,18743179
gau3 fuk6 kiun2,18750198
piang2 yiu4 liang4,18758993
sin2 gin1 zit5,18764444
gai3 ngien2,18772612
gai3 mung4,18777646
piang2 fo4,18782784
fuk6 vu4 zit5 liong4,18787086
gau4 ngiam4,18794418
gien4 vok6 da3 vok6,18798407
zu1 zai3,18803858
hien2 feu2 liet6 ca1,18808996
tung1 hang2 zin4,18815806
co1 bau1 siong1,18824183
suk6 yi4,18831515
het5 set5 gim1 suk6,18836549
ket5 yi4,18843045
tuk6 lai1,18848288
hak5 fu4 don1,18854053
zon4 yiu2,18860236
ti4 sam1 zak5 giok5,18864852
so3 yi1 yau4,18870617
min2 sun2 sit6 mong2,18875964
ciu2 ca1,18882565
sun4 yin4,18887494
liong1 ton2,18892632
sit6 ca2,18898606
gan4 fong2,18903222
ho2 tong2,18907733
gai3 bong3,18912976
song4 hap6,18917905
liu2 sau4 ki2,18922207
kit6 gong1,18927972
vui4 min2 cu2 hoi4,18933528
hau3 mau2,18941174
cui4 tai4 ok5 kit6,18945685
cau1 zoi4,18952390
piau1 su1,18957737
tui4 pi4 sam1 sa4,18962771
hau4 hok6,18969581
ng3 da1,18973674
co1 but5 cu4,18977976
kuk5 song1,18985204
sam1 gok5 zui1,18990864
pak6 tau2,18998196
sit6 li1 ciu4,19002707
zung1 gak5,19009621
yit5 sin2 but5 bien4,19014446
co1 lien4 gam3 gok5,19021569
su1 zu3,19029319
zon1 min2,19034562
co4 lau2,19040222
gin1 fung2,19045569
cau2 bai4,19050916
ca1 cien2 cau3,19056472
fa4 fung1,19063491
to1 cok6,19068211
zi4 hau3,19072095
gip5 zung1 sang1 zi4,19076711
sip6 ha4,19084566
gin1 det5 hi3,19089495
hau3 ngien3 fui4,19094529
boi4 gi1,19102906
fa2 yin1,19107522
cang1 cong2 mien4,19112660
sin2 suk6,19119365
bat5 gan1,19123876
liang1 min4,19128910
zit5 ngit5 sien1,19134257
hon4 lim2 hok6 su4,19141589
zung1 sien4,19148085
hau3 dam3,19152805
vu3 su4,19157525
cung4 diam3,19162663
fun2 teu2,19167592
gia1 deu1 ge4,19173357
hau4 hak5,19178704
ga1 con2,19183424
vui3 cit6,19188144
cut5 hi1,19192237
fung1 tuk6,19197166
kiong2 ngin2,19201886
gon1 cat5 ngin2 su4,19206815
pung2 ca1,19214879
cim1 siu2 tai4 hen4,19219390
gon1 zam1,19226827
man4 tun1 tun1,19232383
hang2 sui3,19240760
cien2 zung4,19246211
kit6 lat6,19252394
gu4 tin4,19256592
bok6 sip5,19261312
lam2 zai3 teu2,19265510
heu4 bu3,19272738
sa2 dau3,19278398
tam1 sui3,19283327
zu4 gai3,19288883
da3 git5 siu3,19294126
goi3 hong2,19300518
siu3 tui1 ca1,19305656
siau3 tit6,19312570
yit6 cen2,19316977
sam1 gok5 lung2,19321802
gong4 lok6 ti4 diam3,19329657
yiu1 hau3 gam3,19338661
hau3 m1 hau3 mui4,19345157
fu2 tiap6 hau4 yin4,19353430
dap5 hak5,19361598
gon1 ngiong2,19366109
tai4 ngan3 zai3,19370411
hau3 do1 cia4,19377325
set5 teu4 lung1,19383403
sin4 dan4 kai4 lok6,19389690
m1 si3 gong3,19395559
gut5 ngiuk5 siong1 can2,19402891
li3 yau4,19410119
lok6 tuk6,19415153
ngam1 sien4,19419037
min2 ham2,19423653
teu2 la1 vin2,19428582
hi1 tu4,19435183
mau2 yang3,19440008
mit6 long4 fu4,19445459
gim4 pin3,19451851
diam3 tit6,19457616
lam2 zai3,19462127
mai1 co4,19467683
ngiun2 hong2 hi4,19472612
tap6 pu4,19479108
lan2 da3,19484246
pin2 gok5,19489384
pin2 ban3,19494000
met6 met6 gang1 yun2,19499243
ti4 sam1 sang1,19508456
hiong4 ngit5 kui2,19515475
ciang1 hiun4,19522598
sam1 lien2 su1 diam4,19528049
zet5 bien1,19536217
cam1 zau4 hi4,19541982
sam1 min2,19548687
hang2 gin1,19554452
ngi3 bin4 su1 mo2,19560635
tiau4 sin1,19567236
a2 ba1,19572374
da3 yen2 cong2,19576990
liong1 go4 ngin2,19585263
fo3 sit6,19591341
a1 ma1,19595539
song4 cen2,19600364
tai4 si4,19605398
mat5 sin1,19609596
liong1 pong2,19614943
du1 du1 ca1,19620603
yin1 vui4 he4,19626786
cu4 siong1 can2 sat5,19632342
cak6 sit6,19639256
siong1 bi3,19643663
sam1 fu4,19649323
heu4 tun3,19655088
zin4 ci4 pi4 lan4,19660331
yi4 fong2 ziap5 zung3,19667768
din3 det5 sun4,19675832
sit6 pin3,19681806
hau3 sim1,19688198
hau3 yim2,19693441
zu3 zit5 zin4,19698370
fa4 ga1,19706643
zai3 ya2,19711468
nga2 vong2,19716606
bu4 lu1 soi4 li3,19721326
li4 tam4,19727718
sit6 ngin2 cuk6,19732020
ciuk5 git5,19738934
yen4 sang1 zoi4 tau4,19743445
zuk5 yi1,19749941
cong4 go1,19756019
fan2 mong2 si2 gan4,19761366
au3 ton1,19770266
fui4 men2,19775613
co1 lang1 ban3 den4,19780333
zang2 zai3,19788815
cien1 ga1 man4 fu4,19794475
mui1 but5 sin1 siu1,19802330
yi1 san1 pong4 sui3,19809767
san3 siu3,19817517
cong2 kin1,19823073
don3 sau3,19829569
pau1 mat6 gin1 zi4,19834498
co1 fa1 tang1,19841517
gam3 zin3 hi4,19848640
cu3 giet5,19855136
mau2 si2,19859438
yau3 fan4,19864263
zung1 sin4 ngiun2 hong2,19869192
sim1 siong3 su4 sin2,19876524
cuk5 sin2,19884274
lan1 sa2,19889830
hiet5 siang1,19894550
da3 tiet5 lau3,19899688
tu4 ga3 cun1,19905244
da3 cong2 tu2,19911740
ziok5 zai3,19918759
hau3 la1,19923897
hau3 yen3,19928826
fat5 sau1,19934173
hien3 lin2,19939311
du1 ca1 m1 do1,19944449
gon1 cau4,19952408
ngin2 kiong2 ma1 zong4,19956815
vun3 m1 vun3 tin4,19964252
sit6 gui3,19972420
fu2 ki2,19978185
du1 sin2 ngit5,19982801
dien4 pai2,19988461
vong2 sin2 zi4,19993286
fui4 zong3,20001977
yi3 cong4,20006593
vat6 tut6 tut6,20011836
ngai2 di1 ge4,20017914
yiu1 con2,20024828
bit5 zung4,20030175
yiu1 fu4,20035313
man4 li1 cong2 zin1,20040242
gan4 zung1,20049037
pin2 fong1 gung1 li1,20054697
liau2 gau1 da3,20063074
hau3 song1 sin1,20069048
git5 si3,20076276
dam1 toi1,20080474
tui1 gai4,20086970
liong1 hong4,20091690
sui4 su4 dau1,20096515
da3 bau4,20103116
song4 yit5 yap6,20107523
con2 sung4,20113392
gan3 pien4,20119470
si2 tu2,20124295
bit5 hoi3 ciang1 tien1,20129642
cong1 ngin1 lau3,20137810
pin2 hi3 pin2 co4,20144411
miau4 ma2,20152057
zien4 liok6 fo3 pan4,20156673
tuk6 zau3,20163796
cu4 sit6 ok5 go3,20168934
tin4 lit6,20175744
hau3 siok5,20179210
yit5 zau1 zau3,20183408
ngiun1 yuk6 fu4 cung4,20189591
sam1 cak5,20196714
li3 zai3,20201957
sit6 lai1,20206573
sam1 diam3 sam1,20211816
tok5 yun4 hang2 li3,20219253
gin1 ngok6,20227212
dong1 tien1,20230678
sam1 diam3 but5 lu4,20236234
yit5 ce2 sung4,20244089
bot5 gai1 mang2,20250376
hiong1 gong3 zai3,20256977
zong1 gon1 li3 dai4,20263891
gau4 dui4,20271223
fa1 zai3,20275734
tiau2 loi2 tiau2 hi4,20280768
mau2 tai4,20289145
sau4 zu3,20294179
fung1 fui2 lu4 zon3,20299422
ziong1 lam2 sui4 tau4,20307068
cit5 gan1,20314400
hau3 kip5 yin3,20320374
san4 bo4,20327602
long3 tuk6,20332427
det5 han2,20337356
fo4 ca1,20342285
gim4 yuk6,20347005
gi4 tin4,20350889
tin4 ha4 gin1,20355818
si4 da1,20362628
liong1 mun2,20367348
pong2 za1 pu1 sen3,20372799
yim1 co4 yong2 ca1,20381072
gang3 yen1,20388300
din3 du3,20393229
luk5 kat6,20398785
so1 li2,20403192
coi2 zai3,20407494
zit5 yau4,20413050
siu3 ti2 tien4 va4,20417979
fu4 yiu1 se2,20424580
au4 su4,20430763
zuk5 yi4,20435379
sip6 ngi4 gin1,20440517
toi1 si3 fuk5 zung1,20449208
kit6 ki2 liong4,20458212
pien4 lit6,20464604
yi2 hin4,20468175
lan2 go4,20473835
hen3 yung2 yi4,20479495
heu4 tin2,20485051
con2 cut5,20490189
zet5 teu2 zai3,20495432
lai2 teu2 ca1,20502451
zen4 hin4,20508634
don3 bin1 siong1 ziap5,20514399
fong2 zin3,20522358
me1 mun4 ti2,20528750
sin2 zit5 biau3,20535246
yen1 gin1,20541951
su1 cien2 siong3 heu4,20548029
ha1 boi4,20555048
dong1 gai1 dong1 hong4,20559350
dong1 cong2,20566578
song4 con2,20571612
bau3 mu1 ca1,20577063
tien1 sien2 ti4 zon4,20583037
sit6 an4,20591310
co1 dai1,20596239
kiong2 gan3,20601690
vui2 ngin2 su1 biau3,20607141
ce2 pu4,20614473
yit5 liong1 siu3,20620133
bok5 lam4 tau4,20626525
zau1 sin2 teu2,20631768
sit5 tau4 ga3 co4,20639727
hau3 yiu4,20646432
bat5 sien1 liang1,20651048
gon1 va4,20658589
siu4 zin1 lon3,20662996
zit5 kiam4 dung1 fung1,20670224
cai2 dau1,20677034
ngien2 fa4,20682172
kiut5 det5 ciu4 kiut5,20686892
zo4 det5 hau3,20693179
gok5 det5 li3,20698526
teu2 song4,20704186
tiau2 yit5 tiau2,20709533
gui1 zin4,20715611
sam1 fong2,20721167
au4 teu2,20726514
pan4 mu3,20730921
zin1 he4 gok5 det5,20735850
song4 den3 fo4,20741928
hi3 sin2 zon4 hap6,20747902
lem3 teu2,20754503
ngan2 sa4,20760268
yau4 miang4,20765093
sit6 kiun3,20769918
bau3 tuk6 si1 su1,20776101
vok6 teu2,20783120
mui4 tau4,20788571
mau2 gai3,20792769
ma1 ca1,20798220
sam1 zak5,20802731
kiun4 gau1 ki1,20807974
lok6 sin2,20813739
bien1 sun2,20818668
hang2 zin4 cong2 gon1,20824015
kiun4 loi2,20834064
ki1 tong2,20839098
sim3 tuk6,20844132
ok5 bau4,20849375
sim1 lin2 gai1 tong1,20853886
gak5 za1,20861845
diam3 sa4,20866252
lam2 leu3,20871181
li1 hoi3,20876215
siau3 van4 yi4,20881144
zok5 pa4,20887536
zui4 yi4,20892361
ngiok6 but5 gim1 fung1,20896872
cam1 kau3 vun2 hien4,20904309
sam1 set5 toi2,20914149
ho2 tau4,20921481
kiu4 fan4,20925574
ng3 gok5,20929876
cong2 con2,20934596
li3 hang2 zi1 piau4,20940570
kui4 but5 sin2 giun1,20948320
co4 gai3,20957847
zo4 bien1 hang2,20963194
tai4 go4 zai3,20969690
lau1 hi3,20976082
man1 bau4,20980593
bi1 ngin2 da3,20985522
gok5 det5 yiu1,20992541
suk6 tuk6,20998306
coi4 gin1,21002713
liong2 gok5 hi4,21008687
gin1 zi4 lun4 tan2,21015706
sui3 gong1,21022307
fan1 hi4,21028072
sam1 ton2,21033001
liong1 yong4,21039706
luk6 kat6,21043904
pau1 but5 pin2,21048102
hak5 hi4,21055016
cau2 sien1,21059527
tin4 kiuk6,21065083
sin2 gin1 gau1 zit5,21069803
zun1 zong3,21077658
gung1 zok5 song4,21082692
pin2 go3 fut6,21088979
lu4 fo3 zung1 sau1,21094848
sa2 biang3,21101658
zin1 hau3 cai3,21107005
zo4 nga2,21114024
tiau2 hi4,21118744
gui1 zung1 mit6 yiu1,21123882
lin2 yi4,21130901
liong1 sam1 gi4,21136352
dam1 dai4,21143789
ho4 zoi4,21148718
yit5 ngien2 ban4 zai3,21153334
gam3 yin4,21160771
da3 ziam1,21165491
get5 tu4,21170420
gim4 ya4,21175558
ca1 fui4,21179024
cong2 ki2 fan4 piau4,21184371
fa4 vui2 vu1 yiu1,21192330
hi4 set5,21199976
fung2 mau1 lai2,21203860
hin1 fun3,21210461
sin2 con2,21215808
vu2 min2 fo3 hi3,21221677
min2 zu4,21228487
vui2 fui1 zok5 dai3,21234043
fong2 zung1 sut6,21240644
gui3 va4 lien2 pien1,21247036
tam4 coi4,21256772
yin1 muk5 fa1 tau4,21261283
tiam4 dong4,21267048
hiuk5 yong1,21271455
ciu4 yau4,21277324
hok6 ngiap6 yiu1 sin2,21281835
fan1 fan1,21290421
zin4 sit5 teu2 piau4,21296081
hang2 ha4 san1,21303622
ngiuk5 gon1,21310536
lip5 ma2,21315987
sin2 su4,21321125
sit6 ngiuk5 ciu4,21326681
tin4 cut5,21333177
von3 zai3 ci4,21338002
het6 vu1,21345021
siong1 yang3 sin2 ci4,21350472
yi3 sin2,21357804
go4 ti3 fu4,21362629
tui1 cu2,21369021
tam4 gam1,21373741
bak5 tuk6 but5 cim1,21379088
sit6 sin2,21386107
con2 tien4,21391350
sin2 gung1 gam3,21397010
sen1 do1 zuk5 sau3,21404760
hau3 lan2 gai3 sit5,21411988
yiu1 tit6,21418484
lui4 hong2,21422995
lan2 len2 ko3 gui4,21427715
fen2 gon1,21435465
zi3 tin4,21442170
da3 siang3 zin1 sin2,21447517
cong2 gung1,21455372
det5 ngin2 siak5,21462391
song1 gu3,21468678
liong1 go4 zung1,21475279
tiap6 giok5,21481671
ngi1 tiau4,21486078
zin4 pi2,21490380
liang3 lam2 tai4 hok6,21495414
zon4 zo3,21502746
zon4 m1 zon4,21508093
gim4 yuk6 zu3 ngi4,21516679
sin2 liau3,21523907
liu2 hang2,21528941
cung2 sit6 zau1 loi2,21534601
hau3 sau1,21542665
ok5 go3,21547699
ciam1 kat6,21552315
but5 si1 yau4,21557035
su4 teu2,21563218
vu2 yi1 vui2 sang1,21568356
du1 yau4,21574748
da3 cung1 fung1,21579573
vun2 zung3,21586383
du1 m1 co4,21592879
cung2 loi2 du1,21599166
tien4 gai3 tien4 yung2,21605558
ciam2 zit5,21612577
yiu1 fan1,21617506
dong4 teu4 min2,21622644
kiong2 za3,21628827
zui4 heu4 yit5 cu4,21633756
ngui2 cung4 piang4 ngin2,21640879
kiu4 hau3,21647584
sun2 suk6,21651782
ngia3 zak5,21656398
bak6 leu3,21660805
han4 tin4 cu2,21665839
but5 gok5,21672126
yim3 sit6,21676010
yong1 fu3 vui2 fam4,21680208
but5 sin1 ki2 fan2,21686809
tin4 hiong4,21695186
dong1 vu4 zu1 gip5,21699384
don3 miang4 zung3,21706507
yung2 zai3,21713317
zon4 sin1,21719082
so1 da3 fun3,21724847
vu2 cung2 ki1 kau3,21732597
ci1 ma1 gin1,21739720
ngiu2 gu1,21746425
ngo1 hau3 su4,21752921
gu1 zong3 lan2 min2,21759208
but5 vui2 yi4,21768526
do1 si3,21775963
vu2 gan4,21780370
tien4 ca1 zam4,21786030
liong1 diam3,21792213
zu1 zit5 pin2 yung2,21797142
min2 cin1,21804788
m1 den3 su3,21810344
piau1 liu2 za3,21816840
gam4 gong1,21823232
to1 ca1,21828683
ki4 ca1,21833194
cot5 ba3 hi4,21837392
vu1 bu4,21843784
but5 nga3 gon1,21848922
da3 fu2 siu4,21855209
kin2 lit6,21862332
tung2 hong2,21866007
kat6 kiem2 kat6,21871145
ngiong1 ngo4 hi3 co1,21878164
yin1 m1 yin1 goi1,21884347
li3 kiong2,21893038
zau3 cok6,21898281
zia3 po2,21902688
sam1 bak5 yit5 sip6,21907513
co4 lien2,21914532
yuk5 fa2 gai1,21919043
ngit5 bun3 zai3,21926271
hau3 yim3,21933290
zau1 lan4,21938533
tung2 yit5 gan1,21943880
tai4 pien4,21951839
gui3 du1 pa4,21956350
hau3 do1 cien2,21962219
sam1 gi4,21969238
ok5 si3,21974898
miong3 lok6 sin2 yin3,21979409
gin1 bu4,21987682
gim1 ba1 li4 tau4,21992716
sip6 zung1,21999108
vui4 liau3,22004455
soi4 ca1 siu3,22008862
hau3 dai1,22015463
siet5 zung1 sung4 tan4,22019974
gan4 tiap6,22027515
ce2 zeu4,22031295
hiet5 ngiuk5 siong1 lien2,22036642
hau3 si1,22043452
gui3 da3,22047963
cong2 si2,22052265
zung4 cu3,22057299
gon1 tong2 ki1,22062646
yit5 tiau2 pung4,22069874
din3 yung4,22076475
con2 mun4,22080777
ca3 pi4 hon2,22086333
ca1 tien1 kiung4 ti4,22092934
hau3 fong1 pien4,22100371
cong2 gon1,22107912
zon4 go4 teu2,22114513
ki1 san4,22121009
gai3 lam4,22126252
goi1 ngam1 ha1,22131077
san1 set5,22137260
co4 gai4,22141771
go4 tu4,22146909
ai1 yo3,22151420
mai4 miang4,22155513
mak6 dong1 dong1,22160024
