pron,offset
ding6,2360984
zap6,2363196
mu1,2365199
pe1,2367829
cæng4,2369832
hap2,2372462
mak2,2374465
däk6,2376468
co4,2378158
cau1,2380684
hau1,2383419
gip6,2386049
fæk6,2388157
zäng2,2390578
beng6,2393208
ka1,2395525
tung4,2397528
zi1,2399531
hæk2,2402370
löng1,2404478
po2,2407004
ce1,2409216
ming1,2411846
zik6,2414372
cüng4,2416584
æng1,2419214
nöi4,2421635
cim4,2424161
hü1,2426373
kuk2,2429108
fui1,2431007
gwok2,2433637
zeng6,2435640
goi1,2438270
yäp6,2440482
miu1,2442381
lam4,2444907
wuk6,2447119
gap2,2449436
täi2,2451335
hai6,2453861
cäm4,2456491
cim2,2458912
zäi6,2461542
se1,2463963
täi4,2466593
cäm1,2469014
lung1,2471749
ni4,2474275
bau6,2476696
peng4,2479013
näm2,2481330
cam1,2483751
bung2,2486486
löng4,2488907
yim6,2491433
gim6,2493854
güng1,2495962
kung4,2498383
ga2,2500386
süng2,2502389
ying4,2505124
su1,2507545
lung2,2510802
diu6,2513432
yo1,2515644
næng4,2518065
fäu6,2520591
däng2,2523117
läu4,2525538
zang1,2527959
cing2,2530380
gwa1,2532801
mäk2,2534909
leng1,2536703
höng1,2539124
däng1,2541545
siu1,2543966
kwui1,2546805
o2,2549226
dok6,2551438
wæng1,2553337
yü4,2555967
cäng2,2559224
wäi2,2561854
mok2,2564380
pu1,2566592
kæk2,2569431
cap2,2571330
pai1,2573856
cäp2,2576382
fung2,2578594
fäng2,2581329
gwäi2,2583959
ngäng4,2586589
läi4,2589010
käng1,2591536
ngik6,2593957
a4,2596169
buk6,2597859
lai1,2599758
bing6,2602493
cong1,2604705
fong2,2607858
näm1,2610488
sam1,2612805
fu2,2615226
mau6,2617961
zing1,2620382
o1,2622908
pau1,2625016
sung1,2627437
ki4,2630381
läk2,2633011
täk1,2634910
zap2,2636600
mit2,2638708
go2,2640920
päu2,2642923
ha4,2645658
cam2,2647661
ming4,2650500
mui2,2652921
cæk2,2655760
säk6,2658286
mu2,2660707
ma6,2663442
piu2,2665550
wa2,2667971
yük2,2669974
sang2,2672291
du6,2674608
zæng6,2677029
gau1,2679555
pu4,2682290
cip2,2684711
ha6,2687028
nong1,2689031
nga1,2691557
cau2,2693560
pui1,2696399
gang1,2698925
cung1,2701137
säu2,2703976
zäm6,2706711
dam1,2708923
däi6,2711344
tong2,2713661
deng1,2716291
näp6,2718712
cöi4,2720506
ping4,2723032
näu1,2725244
cüng1,2727874
düt2,2730609
mi1,2732821
wäi6,2735451
säm1,2737977
zäi2,2740607
lek6,2743133
ting1,2745241
ngo6,2747558
dik6,2750084
bæng2,2751878
yiu6,2754404
kek6,2756721
döng2,2758724
gok2,2761145
wu6,2763148
ying1,2765883
nong6,2768409
