pron,offset
ngi3 bin4 su1 mo2,2829130
tiau4 sin1,2836253
a2 ba1,2842227
da3 yen2 cong2,2847052
liong1 go4 ngin2,2855847
fo3 sit6,2862134
a1 ma1,2867063
song4 cen2,2872410
tai4 si4,2877339
mat5 sin1,2881537
liong1 pong2,2887197
du1 du1 ca1,2892231
sit5 ha4 ngin2,2899668
cu4 siong1 can2 sat5,2907000
cak6 sit6,2914541
siong1 bi3,2918634
sam1 fu4,2923563
heu4 tun3,2929014
zin4 ci4 pi4 lan4,2934257
yi4 fong2 ziap5 zung3,2942843
din3 det5 sun4,2951116
sit6 pin3,2957717
hau3 sim1,2962437
hau3 yim2,2967993
zu3 zit5 zin4,2973653
fa4 ga1,2981508
zai3 ya2,2986124
nga2 vong2,2991367
bu4 lu1 soi4 li3,2996192
li4 tam4,3004151
sit6 ngin2 cuk6,3008662
zuk5 yi1,3016308
cong4 go1,3022909
fan2 mong2 si2 gan4,3028465
au3 ton1,3038932
zang2 zai3,3043443
cien1 ga1 man4 fu4,3049312
tin4 zung4,3056749
liang4 zai3,3063141
don3 sau3,3068070
pau1 mat6 gin1 zi4,3072999
co1 fa1 tang1,3080436
gam3 zin3 hi4,3086828
cu3 giet5,3094369
mau2 si2,3099925
yau3 fan4,3105690
zung1 sin4 ngiun2 hong2,3110619
sim1 siong3 su4 sin2,3119728
ciang1 long2,3129673
cuk5 sin2,3134916
lan1 sa2,3140367
hiet5 siang1,3145714
da3 tiet5 lau3,3152106
tu4 ga3 cun1,3157662
da3 cong2 tu2,3163322
ziok5 zai3,3172117
hau3 la1,3177464
hau3 yen3,3182393
fat5 sau1,3187949
hien3 lin2,3192878
du1 ca1 m1 do1,3198225
gon1 cau4,3207961
ngin2 kiong2 ma1 zong4,3212263
vun3 m1 vun3 tin4,3220222
sit6 gui3,3229122
fu2 ki2,3235305
du1 sin2 ngit5,3239607
dien4 pai2,3244745
vong2 sin2 zi4,3249674
fui4 zong3,3256902
yi3 cong4,3261831
yin1 goi1 du1,3267491
vat6 tut6 tut6,3274510
ngai2 di1 ge4,3280379
yiu1 con2,3287189
bit5 zung4,3293163
yiu1 fu4,3298823
man4 li1 cong2 zin1,3303021
gan4 zung1,3311607
pin2 fong1 gung1 li1,3317999
liau2 gau1 da3,3325331
hau3 song1 sin1,3331096
git5 si3,3338219
dam1 toi1,3343566
gin3 pau4,3349331
tui1 gai4,3353529
liong1 hong4,3357936
song4 yit5 yap6,3362656
con2 sung4,3370720
gan3 pien4,3377321
si2 tu2,3381832
bit5 hoi3 ciang1 tien1,3388015
cong1 ngin1 lau3,3395870
pin2 hi3 pin2 co4,3403725
miau4 ma2,3413774
zien4 liok6 fo3 pan4,3418181
tuk6 zau3,3426245
cu4 sit6 ok5 go3,3430861
tin4 lit6,3439134
hau3 siok5,3442705
yit5 zau1 zau3,3446694
sam1 cak5,3452668
sit6 lai1,3458537
sam1 diam3 sam1,3463362
tok5 yun4 hang2 li3,3471530
gin1 ngok6,3479803
dong1 tien1,3483165
sam1 diam3 but5 lu4,3487781
yit5 ce2 sung4,3496263
bot5 gai1 mang2,3502968
hiong1 gong3 zai3,3508942
zong1 gon1 li3 dai4,3515125
tai4 su3,3523293
gau4 dui4,3527909
fa1 zai3,3532107
tiau2 loi2 tiau2 hi4,3537036
mau2 tai4,3545622
sau4 zu3,3550656
ziong1 lam2 sui4 tau4,3556003
cit5 gan1,3563126
mai2 fuk6,3568891
hau3 kip5 yin3,3572880
san4 bo4,3581362
long3 tuk6,3586500
det5 han2,3590593
fo4 ca1,3595522
gim4 yuk6,3600660
gi4 tin4,3604335
tin4 ha4 gin1,3608742
si4 da1,3617851
liong1 mun2,3623094
gang3 yen1,3627919
din3 du3,3633475
luk5 kat6,3639658
so1 li2,3644169
coi2 zai3,3649203
zit5 yau4,3655072
siu3 ti2 tien4 va4,3660210
fu4 yiu1 se2,3666811
au4 su4,3676024
zuk5 yi4,3680431
sip6 ngi4 gin1,3686823
pien4 lit6,3696141
yi2 hin4,3699816
lan2 go4,3706521
hen3 yung2 yi4,3712808
heu4 tin2,3718782
con2 cut5,3723607
zet5 teu2 zai3,3729372
lai2 teu2 ca1,3737645
ton4 ngien2,3745918
zen4 hin4,3749698
don3 bin1 siong1 ziap5,3754523
fong2 zin3,3762378
me1 mun4 ti2,3768143
sin2 zit5 biau3,3776416
yen1 gin1,3783017
su1 cien2 siong3 heu4,3790454
ha1 boi4,3797786
dong1 gai1 dong1 hong4,3801879
zon3 vui2,3809002
dong1 cong2,3814976
song4 con2,3820532
bau3 mu1 ca1,3826506
tien1 sien2 ti4 zon4,3833525
sit6 an4,3843261
co1 dai1,3847981
kiong2 gan3,3853328
vui2 ngin2 su1 biau3,3858362
ce2 pu4,3865799
yit5 liong1 siu3,3870728
bok5 lam4 tau4,3877015
zau1 sin2 teu2,3881840
sit5 tau4 ga3 co4,3893456
hau3 yiu4,3900579
bat5 sien1 liang1,3905926
gon1 va4,3914303
siu4 zin1 lon3,3918396
zit5 kiam4 dung1 fung1,3925833
cai2 dau1,3933792
ngien2 fa4,3938930
kiut5 det5 ciu4 kiut5,3943441
zo4 det5 hau3,3951505
cong2 fu4,3957374
dang3 gau1,3962512
gok5 det5 li3,3967023
teu2 song4,3974146
tiau2 yit5 tiau2,3980015
gui1 zin4,3988288
sam1 fong2,3993635
au4 teu2,3998982
pan4 mu3,4003911
zin1 he4 gok5 det5,4008840
song4 den3 fo4,4015545
hi3 sin2 zon4 hap6,4021519
yau4 miang4,4028956
sit6 kiun3,4033572
bau3 tuk6 si1 su1,4038815
vok6 teu2,4047088
mui4 tau4,4052435
mau2 gai3,4056215
yun4 zoi4,4061458
cut5 gui3 hang2 vui2,4067223
li1 kiut5 cu2 kiung2,4076541
ki1 gim4,4086590
ma1 ca1,4092355
sam1 zak5,4097180
kiun4 gau1 ki1,4102945
lok6 sin2,4108605
bien1 sun2,4113430
hang2 zin4 cong2 gon1,4119299
kiun4 loi2,4130079
ki1 tong2,4135739
sim3 tuk6,4140564
ok5 bau4,4145493
sim1 lin2 gai1 tong1,4150318
gak5 za1,4158486
diam3 sa4,4162684
lam2 leu3,4167927
